Followers,Total Videos,Upload Year,Upload Month,Upload Day,Upload Weekday,Engagement Rate,Number of Hashtags,Upload_Afternoon,Upload_Evening,Upload_Midnight,Upload_Morning
2500000,3275,2020,11,7,6,0.0001068,3,0,1,0,0
2500000,3275,2020,11,7,6,0.0001004,3,0,1,0,0
2500000,3275,2020,11,7,6,0.0005788,3,0,1,0,0
2500000,3275,2020,11,7,6,8.88e-05,3,0,1,0,0
2500000,3275,2020,11,7,6,0.0002056,3,0,1,0,0
2500000,3275,2020,11,7,6,0.00033,3,0,1,0,0
2500000,3275,2020,11,6,5,0.00068,3,0,0,0,1
2500000,3275,2020,11,6,5,0.0010396,3,0,0,1,0
2500000,3275,2020,11,5,4,0.0007248,3,0,1,0,0
2500000,3275,2020,11,5,4,0.0006076,3,0,1,0,0
2500000,3275,2020,11,5,4,0.000796,3,0,1,0,0
2500000,3275,2020,11,5,4,0.0006128,3,0,1,0,0
2500000,3275,2020,11,5,4,0.0217176,3,0,1,0,0
2500000,3275,2020,11,5,4,0.0006968,3,0,1,0,0
2500000,3275,2020,11,5,4,0.0008108,3,1,0,0,0
2500000,3275,2020,11,5,4,0.0059596,3,1,0,0,0
2500000,3275,2020,11,5,4,0.0009728,4,0,0,0,1
2500000,3275,2020,11,5,4,0.000622,3,0,0,0,1
2500000,3275,2020,11,5,4,0.0013848,3,0,0,0,1
2500000,3275,2020,11,5,4,0.0019364,3,0,0,0,1
2500000,3275,2020,11,4,3,0.0012352,3,0,1,0,0
2500000,3275,2020,11,4,3,0.0006104,3,0,1,0,0
1300000,256,2020,6,29,1,0.0091976923076923,8,0,0,0,1
1300000,256,2020,6,26,5,0.025036923076923,8,0,0,0,1
1300000,256,2020,6,25,4,0.0210807692307692,8,1,0,0,0
1300000,256,2020,6,21,7,0.0283146153846153,11,0,0,0,1
1300000,256,2020,6,21,7,0.0108815384615384,10,0,0,1,0
1300000,256,2020,6,20,6,0.0191330769230769,12,0,0,0,1
1300000,256,2020,6,19,5,0.00843,11,0,0,1,0
1300000,256,2020,6,14,7,0.0205538461538461,15,0,0,1,0
1300000,256,2020,6,11,4,0.0234561538461538,8,0,0,1,0
1300000,256,2020,6,8,1,0.0225184615384615,10,0,0,0,1
1300000,256,2020,6,7,7,0.0798053846153846,12,0,0,0,1
1300000,256,2020,6,7,7,0.0326223076923076,9,0,0,1,0
1300000,256,2020,6,6,6,0.0296676923076923,8,1,0,0,0
1300000,256,2020,6,2,2,0.0251838461538461,4,0,0,0,1
1300000,256,2020,6,2,2,0.021356923076923,11,0,0,1,0
1300000,256,2020,5,28,4,0.0260830769230769,10,0,0,1,0
1300000,256,2020,5,25,1,0.0289261538461538,11,0,0,0,1
1300000,256,2020,5,25,1,0.0147146153846153,0,0,0,1,0
1300000,256,2020,5,25,1,0.012366923076923,9,0,0,1,0
1300000,256,2020,5,21,4,0.0136561538461538,8,1,0,0,0
2900000,1543,2020,6,27,6,0.0024262068965517,0,1,0,0,0
2900000,1543,2020,6,23,2,0.0039265517241379,0,1,0,0,0
2900000,1543,2020,6,19,5,0.0667913793103448,9,1,0,0,0
2900000,1543,2020,6,18,4,0.0117879310344827,0,1,0,0,0
2900000,1543,2020,6,14,7,0.0065596551724137,0,0,0,0,1
2900000,1543,2020,6,11,4,0.0106413793103448,9,0,1,0,0
2900000,1543,2020,6,10,3,0.0151479310344827,10,1,0,0,0
2900000,1543,2020,6,9,2,0.0048306896551724,8,0,0,0,1
2900000,1543,2020,6,8,1,0.0296041379310344,2,1,0,0,0
2900000,1543,2020,6,7,7,0.0088848275862068,4,1,0,0,0
2900000,1543,2020,6,6,6,0.0210779310344827,10,1,0,0,0
2900000,1543,2020,6,5,5,0.0052272413793103,9,1,0,0,0
2900000,1543,2020,6,4,4,0.0093527586206896,8,1,0,0,0
2900000,1543,2020,6,3,3,0.0056503448275862,0,0,0,1,0
2900000,1543,2020,6,1,1,0.0435937931034482,8,0,1,0,0
2900000,1543,2020,5,31,7,0.0137479310344827,8,0,1,0,0
2900000,1543,2020,5,30,6,0.0138531034482758,10,1,0,0,0
2900000,1543,2020,5,29,5,0.0232720689655172,8,1,0,0,0
2900000,1543,2020,5,27,3,0.0195844827586206,9,1,0,0,0
2900000,1543,2020,5,26,2,0.0250810344827586,0,0,1,0,0
2900000,1543,2020,5,25,1,0.0166872413793103,5,1,0,0,0
2900000,1543,2020,5,24,7,0.0937655172413793,7,1,0,0,0
1400000,465,2020,11,7,6,7.285714285714286e-05,5,0,1,0,0
1400000,465,2020,11,5,4,0.0003914285714285,6,0,1,0,0
1400000,465,2020,11,5,4,0.0002028571428571,6,0,1,0,0
1400000,465,2020,11,5,4,0.0017828571428571,5,1,0,0,0
1400000,465,2020,11,5,4,0.0003407142857142,5,1,0,0,0
1400000,465,2020,11,4,3,0.0017964285714285,8,0,1,0,0
1400000,465,2020,11,4,3,0.0009864285714285,6,0,1,0,0
1400000,465,2020,11,4,3,0.0014471428571428,5,0,1,0,0
1400000,465,2020,11,3,2,0.0003007142857142,5,1,0,0,0
1400000,465,2020,11,3,2,0.0008128571428571,5,1,0,0,0
1400000,465,2020,11,3,2,0.0005171428571428,4,0,0,1,0
1400000,465,2020,11,2,1,0.0129471428571428,6,1,0,0,0
1400000,465,2020,10,31,6,0.0011885714285714,6,0,1,0,0
1400000,465,2020,10,30,5,0.005135,5,0,1,0,0
1400000,465,2020,10,27,2,0.0026664285714285,3,0,1,0,0
1400000,465,2020,10,26,1,0.0015478571428571,5,0,1,0,0
1400000,465,2020,10,26,1,0.0094442857142857,4,1,0,0,0
1400000,465,2020,10,25,7,0.0015285714285714,5,1,0,0,0
1400000,465,2020,10,25,7,0.0013071428571428,5,1,0,0,0
1400000,465,2020,10,23,5,0.0064628571428571,4,0,1,0,0
1400000,465,2020,10,23,5,0.0017535714285714,4,0,1,0,0
1400000,465,2020,10,22,4,0.00801,6,0,1,0,0
1400000,465,2020,10,20,2,0.0020607142857142,6,1,0,0,0
1400000,465,2020,10,20,2,0.0015564285714285,6,1,0,0,0
1400000,465,2020,10,19,1,0.0042942857142857,3,1,0,0,0
1900000,651,2020,6,30,2,0.0140926315789473,4,0,0,1,0
1900000,651,2020,6,29,1,0.0116115789473684,2,0,1,0,0
1900000,651,2020,6,29,1,0.0035410526315789,5,1,0,0,0
1900000,651,2020,6,28,7,0.0114578947368421,6,0,0,0,1
1900000,651,2020,6,27,6,0.0091547368421052,6,0,0,0,1
1900000,651,2020,6,27,6,0.0064931578947368,5,0,0,1,0
1900000,651,2020,6,26,5,0.0046305263157894,6,0,0,1,0
1900000,651,2020,6,25,4,0.0095205263157894,5,0,0,0,1
1900000,651,2020,6,24,3,0.0094368421052631,5,0,0,1,0
1900000,651,2020,6,23,2,0.0224015789473684,6,0,0,1,0
1900000,651,2020,6,22,1,0.0104121052631578,6,0,0,0,1
1900000,651,2020,6,21,7,0.0075531578947368,6,0,0,0,1
1900000,651,2020,6,21,7,0.0097621052631578,5,0,0,0,1
1900000,651,2020,6,20,6,0.0225542105263157,5,1,0,0,0
1900000,651,2020,6,19,5,0.0229521052631578,5,0,0,0,1
1900000,651,2020,6,18,4,0.0584747368421052,5,0,0,0,1
1900000,651,2020,6,17,3,0.0161326315789473,5,0,0,1,0
1900000,651,2020,6,15,1,0.0361394736842105,5,0,0,0,1
1900000,651,2020,6,14,7,0.0255015789473684,1,0,0,0,1
1900000,651,2020,6,14,7,0.0300952631578947,5,0,0,0,1
1900000,651,2020,6,12,5,0.0141331578947368,5,0,0,1,0
2200000,804,2020,6,29,1,0.0136363636363636,5,1,0,0,0
2200000,804,2020,6,26,5,0.0077136363636363,5,0,0,0,1
2200000,804,2020,6,24,3,0.0061463636363636,6,1,0,0,0
2200000,804,2020,6,23,2,0.012775909090909,5,1,0,0,0
2200000,804,2020,6,21,7,0.006515,4,1,0,0,0
2200000,804,2020,6,17,3,0.0052481818181818,4,1,0,0,0
2200000,804,2020,6,15,1,0.003135,3,1,0,0,0
2200000,804,2020,6,15,1,0.001090909090909,5,0,0,1,0
2200000,804,2020,6,14,7,0.00301,5,1,0,0,0
2200000,804,2020,6,11,4,0.0013981818181818,4,0,0,0,1
2200000,804,2020,6,11,4,0.0025386363636363,5,0,0,0,1
2200000,804,2020,6,10,3,0.0076086363636363,4,1,0,0,0
2200000,804,2020,6,9,2,0.0054213636363636,3,1,0,0,0
2200000,804,2020,6,7,7,0.0011695454545454,5,1,0,0,0
2200000,804,2020,6,3,3,0.0018722727272727,3,0,0,0,1
2200000,804,2020,5,31,7,0.0018127272727272,5,1,0,0,0
2200000,804,2020,5,22,5,0.010975909090909,5,0,1,0,0
2200000,804,2020,5,19,2,0.0091122727272727,5,0,0,0,1
2200000,804,2020,5,18,1,0.006245,5,1,0,0,0
2200000,804,2020,5,14,4,0.0064218181818181,5,1,0,0,0
2200000,804,2020,5,12,2,0.0040540909090909,4,0,0,0,1
2200000,804,2020,5,7,4,0.0101713636363636,5,1,0,0,0
2200000,804,2020,5,4,1,0.0057477272727272,3,0,0,0,1
2200000,804,2020,4,30,4,0.0051186363636363,4,1,0,0,0
2200000,804,2020,4,28,2,0.0130081818181818,7,0,0,0,1
877400,576,2020,6,30,2,0.0036437200820606,5,0,0,0,1
877400,576,2020,6,29,1,0.0209106450877592,4,0,0,0,1
877400,576,2020,6,29,1,0.0171506724413038,3,0,0,0,1
877400,576,2020,6,28,7,0.0041577387736494,5,0,1,0,0
877400,576,2020,6,28,7,0.0302176886254843,5,1,0,0,0
877400,576,2020,6,28,7,0.0060234784590836,4,1,0,0,0
877400,576,2020,6,28,7,0.0053829496238887,0,0,0,0,1
877400,576,2020,6,28,7,0.0029838158194666,4,0,0,0,1
877400,576,2020,6,27,6,0.0028857989514474,4,1,0,0,0
877400,576,2020,6,27,6,0.0028766811032596,4,0,0,0,1
877400,576,2020,6,27,6,0.0021062229313881,5,0,0,1,0
877400,576,2020,6,26,5,0.0212992933667654,2,0,1,0,0
877400,576,2020,6,26,5,0.0018657396854342,5,1,0,0,0
877400,576,2020,6,26,5,0.0296614998860269,7,0,0,0,1
877400,576,2020,6,26,5,0.0018896740369272,4,0,0,0,1
877400,576,2020,6,26,5,0.0019056302712559,4,0,0,0,1
877400,576,2020,6,25,4,0.0032790061545475,3,0,1,0,0
877400,576,2020,6,25,4,0.0013927513106906,4,1,0,0,0
877400,576,2020,6,25,4,0.0047139275131069,4,1,0,0,0
877400,576,2020,6,25,4,0.0016400729427855,3,0,0,0,1
877400,576,2020,6,25,4,0.0012901755185776,4,0,0,1,0
877400,576,2020,6,24,3,0.0384454068839753,5,0,1,0,0
877400,576,2020,6,24,3,0.0092397994073398,5,1,0,0,0
2900000,639,2020,6,29,1,0.0186827586206896,5,1,0,0,0
2900000,639,2020,6,26,5,0.0015810344827586,5,1,0,0,0
2900000,639,2020,6,24,3,0.0117810344827586,6,1,0,0,0
2900000,639,2020,6,23,2,0.0322344827586206,4,1,0,0,0
2900000,639,2020,6,23,2,0.0750013793103448,4,1,0,0,0
2900000,639,2020,6,20,6,0.0062548275862068,3,1,0,0,0
2900000,639,2020,6,20,6,0.0075427586206896,3,1,0,0,0
2900000,639,2020,6,20,6,0.0244065517241379,2,1,0,0,0
2900000,639,2020,6,19,5,0.0112227586206896,1,1,0,0,0
2900000,639,2020,6,19,5,0.0234103448275862,5,1,0,0,0
2900000,639,2020,6,19,5,0.0061220689655172,4,0,0,1,0
2900000,639,2020,6,17,3,0.0089079310344827,4,1,0,0,0
2900000,639,2020,6,17,3,0.0120013793103448,3,1,0,0,0
2900000,639,2020,6,17,3,0.0051789655172413,3,0,0,0,1
2900000,639,2020,6,16,2,0.0135148275862068,6,1,0,0,0
2900000,639,2020,6,16,2,0.0061155172413793,4,1,0,0,0
2900000,639,2020,6,15,1,0.0053324137931034,4,1,0,0,0
2900000,639,2020,6,15,1,0.0130751724137931,3,1,0,0,0
2900000,639,2020,6,11,4,0.0083303448275862,3,0,0,0,1
2900000,639,2020,6,11,4,0.0027124137931034,0,0,0,0,1
2900000,639,2020,6,11,4,0.0051841379310344,5,0,0,0,1
2600000,181,2020,11,6,5,0.0315234615384615,2,1,0,0,0
2600000,181,2020,11,3,2,0.0387976923076923,2,1,0,0,0
2600000,181,2020,10,31,6,0.02252,2,1,0,0,0
2600000,181,2020,10,29,4,0.0336257692307692,2,1,0,0,0
2600000,181,2020,10,28,3,0.0165130769230769,2,1,0,0,0
2600000,181,2020,10,22,4,0.0588057692307692,2,0,0,0,1
2600000,181,2020,10,21,3,0.0311753846153846,2,1,0,0,0
2600000,181,2020,10,18,7,0.0779376923076923,1,1,0,0,0
2600000,181,2020,10,15,4,0.0354757692307692,2,1,0,0,0
2600000,181,2020,10,14,3,0.0804484615384615,2,0,0,0,1
2600000,181,2020,10,1,4,0.0402326923076923,2,1,0,0,0
2600000,181,2020,9,30,3,0.030036923076923,0,1,0,0,0
2600000,181,2020,9,28,1,0.0817665384615384,2,0,0,0,1
2600000,181,2020,9,27,7,0.0580123076923076,2,1,0,0,0
2600000,181,2020,9,24,4,0.017615,2,0,0,0,1
2600000,181,2020,9,22,2,0.0667092307692307,2,1,0,0,0
2600000,181,2020,9,21,1,0.0542761538461538,2,1,0,0,0
2600000,181,2020,9,20,7,0.0283580769230769,2,1,0,0,0
2600000,181,2020,9,18,5,0.0158853846153846,3,1,0,0,0
2600000,181,2020,9,16,3,0.0183426923076923,2,1,0,0,0
2100000,1612,2020,6,30,2,0.0123009523809523,0,0,0,0,1
2100000,1612,2020,6,30,2,0.0029547619047619,0,0,0,1,0
2100000,1612,2020,6,30,2,0.0012642857142857,0,0,0,1,0
2100000,1612,2020,6,29,1,0.0009090476190476,0,1,0,0,0
2100000,1612,2020,6,29,1,0.0005433333333333,0,1,0,0,0
2100000,1612,2020,6,29,1,0.0029904761904761,0,1,0,0,0
2100000,1612,2020,6,29,1,0.0041714285714285,0,1,0,0,0
2100000,1612,2020,6,29,1,0.0315290476190476,0,0,0,0,1
2100000,1612,2020,6,28,7,0.0034190476190476,0,0,0,0,1
2100000,1612,2020,6,27,6,0.0031038095238095,0,1,0,0,0
2100000,1612,2020,6,27,6,0.0056395238095238,0,1,0,0,0
2100000,1612,2020,6,27,6,0.0056571428571428,6,0,0,0,1
2100000,1612,2020,6,26,5,0.0071557142857142,0,1,0,0,0
2100000,1612,2020,6,26,5,0.0048147619047619,0,0,0,0,1
2100000,1612,2020,6,25,4,0.0036733333333333,0,1,0,0,0
2100000,1612,2020,6,25,4,0.0090528571428571,0,0,0,0,1
2100000,1612,2020,6,24,3,0.0043214285714285,0,0,0,0,1
2100000,1612,2020,6,24,3,0.0052757142857142,0,0,0,1,0
2100000,1612,2020,6,23,2,0.071117619047619,0,1,0,0,0
2100000,1612,2020,6,23,2,0.0036704761904761,0,0,0,0,1
2100000,1612,2020,6,22,1,0.0030785714285714,0,1,0,0,0
2100000,1612,2020,6,22,1,0.0026871428571428,0,0,0,0,1
2100000,1612,2020,6,21,7,0.0435314285714285,2,0,0,0,1
2100000,1612,2020,6,20,6,0.0040271428571428,0,1,0,0,0
989900,962,2020,6,30,2,0.0028305889483786,7,0,0,0,1
989900,962,2020,6,30,2,0.015126780482877,7,0,0,1,0
989900,962,2020,6,29,1,0.0104949994948984,6,1,0,0,0
989900,962,2020,6,29,1,0.0596130922315385,5,0,0,1,0
989900,962,2020,6,28,7,0.0073371047580563,6,0,0,0,1
989900,962,2020,6,28,7,0.012190120214163,8,0,0,1,0
989900,962,2020,6,27,6,0.003401353672088,6,1,0,0,0
989900,962,2020,6,27,6,0.0050368724113546,6,0,0,0,1
989900,962,2020,6,27,6,0.0057955349025154,6,0,0,1,0
989900,962,2020,6,26,5,0.0680998080614203,7,0,0,1,0
989900,962,2020,6,26,5,0.0056066269320133,6,0,0,1,0
989900,962,2020,6,25,4,0.0209374684311546,6,0,0,0,1
989900,962,2020,6,25,4,0.0068097787655318,7,0,0,1,0
989900,962,2020,6,25,4,0.00865845034852,3,0,0,1,0
989900,962,2020,6,24,3,0.0088503889281745,6,1,0,0,0
989900,962,2020,6,24,3,0.0053823618547328,6,0,0,0,1
989900,962,2020,6,24,3,0.0099414082230528,6,0,0,1,0
989900,962,2020,6,23,2,0.0074047883624608,6,1,0,0,0
989900,962,2020,6,23,2,0.0043277098696838,6,0,0,0,1
989900,962,2020,6,23,2,0.0113405394484291,7,0,0,1,0
989900,962,2020,6,23,2,0.0039448429134255,6,0,0,1,0
989900,962,2020,6,22,1,0.0069209011011213,7,0,0,1,0
989900,962,2020,6,19,5,0.0125265178300838,6,0,0,1,0
989900,962,2020,6,18,4,0.0163955955146984,6,0,0,0,1
1700000,38,2020,9,22,2,0.0351482352941176,0,0,1,0,0
1700000,38,2020,9,2,3,0.0709582352941176,0,0,1,0,0
1700000,38,2020,8,29,6,0.0881017647058823,5,0,1,0,0
1700000,38,2020,8,16,7,0.0996,0,0,0,1,0
1700000,38,2020,8,13,4,0.09386,1,0,1,0,0
1700000,38,2020,8,13,4,0.0830505882352941,4,1,0,0,0
1700000,38,2020,8,12,3,0.0838423529411764,5,0,1,0,0
1700000,38,2020,8,11,2,0.0820541176470588,5,0,1,0,0
1700000,38,2020,8,11,2,0.0897935294117647,5,0,0,1,0
2200000,3566,2020,11,7,6,0.0045604545454545,1,0,0,0,1
2200000,3566,2020,11,7,6,0.0058386363636363,0,0,0,1,0
2200000,3566,2020,11,6,5,0.0364590909090909,3,0,1,0,0
2200000,3566,2020,11,6,5,0.004975909090909,0,0,1,0,0
2200000,3566,2020,11,6,5,0.025670909090909,2,0,1,0,0
2200000,3566,2020,11,6,5,0.0033690909090909,0,0,0,0,1
2200000,3566,2020,11,5,4,0.0969054545454545,3,0,0,1,0
2200000,3566,2020,11,4,3,0.0614827272727272,2,0,1,0,0
2200000,3566,2020,11,3,2,0.010865,0,0,1,0,0
2200000,3566,2020,11,2,1,0.0503854545454545,0,1,0,0,0
2200000,3566,2020,11,2,1,0.0098268181818181,0,0,0,0,1
2200000,3566,2020,11,2,1,0.0174036363636363,0,0,0,1,0
2200000,3566,2020,11,1,7,0.0248590909090909,0,1,0,0,0
2200000,3566,2020,11,1,7,0.0180518181818181,0,0,0,1,0
2200000,3566,2020,10,31,6,0.0591168181818181,1,0,0,1,0
2200000,3566,2020,10,30,5,0.0729604545454545,2,0,1,0,0
2200000,3566,2020,10,30,5,0.0206322727272727,1,0,1,0,0
2200000,3566,2020,10,30,5,0.051895,5,0,0,1,0
2200000,3566,2020,10,29,4,0.0871581818181818,0,0,0,1,0
2200000,3566,2020,10,28,3,0.0090890909090909,0,0,0,1,0
2200000,3566,2020,10,26,1,0.0392418181818181,0,0,1,0,0
2200000,3566,2020,10,26,1,0.0199154545454545,0,0,1,0,0
2200000,3566,2020,10,25,7,0.0464845454545454,3,0,1,0,0
4000000,281,2020,11,7,6,0.01938425,0,0,0,1,0
4000000,281,2020,11,4,3,0.098136,0,0,1,0,0
4000000,281,2020,11,4,3,0.0487895,0,0,0,1,0
4000000,281,2020,11,3,2,0.05815425,1,0,1,0,0
4000000,281,2020,11,2,1,0.06220775,1,0,1,0,0
4000000,281,2020,11,1,7,0.05319825,0,0,1,0,0
4000000,281,2020,10,31,6,0.04797675,0,0,0,1,0
4000000,281,2020,10,29,4,0.033576,4,1,0,0,0
4000000,281,2020,10,29,4,0.05514775,0,0,0,1,0
4000000,281,2020,10,26,1,0.028287,0,0,0,1,0
4000000,281,2020,10,20,2,0.03473425,0,0,1,0,0
4000000,281,2020,10,15,4,0.02403325,0,0,1,0,0
4000000,281,2020,10,13,2,0.060867,0,0,0,1,0
4000000,281,2020,10,8,4,0.065021,0,0,0,1,0
4000000,281,2020,9,28,1,0.08478575,0,0,1,0,0
4000000,281,2020,9,27,7,0.0765405,0,0,0,1,0
4000000,281,2020,9,24,4,0.0437685,4,0,1,0,0
4000000,281,2020,9,19,6,0.0908365,0,0,1,0,0
4000000,281,2020,9,19,6,0.05081725,0,0,0,1,0
4000000,281,2020,9,16,3,0.0844305,0,0,1,0,0
4000000,281,2020,9,15,2,0.036271,0,0,1,0,0
591100,132,2020,11,7,6,0.0029352055489764,0,0,1,0,0
591100,132,2020,11,5,4,0.0432447978345457,0,0,1,0,0
591100,132,2020,11,2,1,0.0087379462019962,0,0,1,0,0
591100,132,2020,10,31,6,0.0824919641346641,0,0,1,0,0
591100,132,2020,10,26,1,0.0314092370157333,0,0,1,0,0
591100,132,2020,9,5,6,0.0261089494163424,0,0,0,1,0
591100,132,2020,9,4,5,0.0391676535273219,0,0,0,1,0
591100,132,2020,8,29,6,0.070991372018271,0,0,1,0,0
591100,132,2020,8,29,6,0.0361800033835222,0,0,1,0,0
591100,132,2020,8,29,6,0.034843512096092,0,0,0,1,0
591100,132,2020,8,29,6,0.0431466756893926,0,0,0,1,0
591100,132,2020,8,25,2,0.0873033327694129,0,0,1,0,0
591100,132,2020,8,23,7,0.039394349517848,0,0,0,1,0
591100,132,2020,8,19,3,0.093256640162409,0,0,1,0,0
591100,132,2020,8,17,1,0.0363914735239384,0,0,1,0,0
591100,132,2020,8,17,1,0.0766672305870411,0,0,0,1,0
591100,132,2020,8,16,7,0.0286042970732532,0,0,0,1,0
591100,132,2020,8,15,6,0.0773151750972762,0,0,1,0,0
591100,132,2020,8,14,5,0.0428878362375232,0,0,0,1,0
591100,132,2020,8,9,7,0.0945305362882761,0,0,0,1,0
591100,132,2020,8,8,6,0.0662595161563187,0,0,0,1,0
591100,132,2020,8,6,4,0.0730519370664862,0,0,0,1,0
370200,11,2020,10,13,2,0.0092247433819557,0,0,0,0,1
370200,11,2020,6,17,3,0.0561426256077795,2,0,0,0,1
370200,11,2020,5,4,1,0.0759562398703403,3,1,0,0,0
370200,11,2019,11,12,2,0.0964991896272285,0,0,0,0,1
1100000,10,2020,11,3,2,0.0762654545454545,5,1,0,0,0
1100000,10,2020,10,18,7,0.0709790909090909,5,0,0,0,1
1100000,10,2020,10,9,5,0.0916490909090909,5,0,0,0,1
1100000,10,2020,9,30,3,0.0918490909090909,3,0,0,0,1
832000,33,2020,11,7,6,0.0023689903846153,5,0,1,0,0
832000,33,2020,11,6,5,0.0062067307692307,4,0,1,0,0
832000,33,2020,11,5,4,0.0104098557692307,5,0,1,0,0
832000,33,2020,11,4,3,0.0130036057692307,6,0,1,0,0
832000,33,2020,11,3,2,0.0076346153846153,5,0,1,0,0
832000,33,2020,11,2,1,0.0075504807692307,5,0,1,0,0
832000,33,2020,11,1,7,0.0203846153846153,5,0,1,0,0
832000,33,2020,10,31,6,0.0066454326923076,5,0,1,0,0
832000,33,2020,10,30,5,0.0095901442307692,5,0,1,0,0
832000,33,2020,10,29,4,0.0082896634615384,5,0,1,0,0
832000,33,2020,10,28,3,0.0102427884615384,5,0,1,0,0
832000,33,2020,10,27,2,0.006483173076923,11,0,1,0,0
832000,33,2020,10,26,1,0.0114350961538461,6,0,1,0,0
832000,33,2020,10,25,7,0.0110829326923076,11,0,1,0,0
832000,33,2020,10,24,6,0.0187680288461538,8,0,1,0,0
832000,33,2020,10,23,5,0.0068125,8,0,1,0,0
832000,33,2020,10,22,4,0.0118954326923076,9,0,1,0,0
832000,33,2020,10,21,3,0.0067944711538461,8,0,1,0,0
832000,33,2020,10,20,2,0.0118557692307692,8,0,1,0,0
832000,33,2020,10,19,1,0.008561298076923,8,0,1,0,0
832000,33,2020,10,18,7,0.0214278846153846,8,1,0,0,0
832000,33,2020,10,17,6,0.0223088942307692,5,0,1,0,0
832000,33,2020,10,16,5,0.0080420673076923,5,0,1,0,0
832000,33,2020,10,15,4,0.0171033653846153,6,0,1,0,0
832000,33,2020,10,14,3,0.0143689903846153,6,1,0,0,0
3800000,68,2020,11,5,4,0.0873931578947368,0,0,0,1,0
3800000,68,2020,10,24,6,0.0993268421052631,0,0,0,1,0
3800000,68,2020,10,18,7,0.0937928947368421,0,0,1,0,0
3800000,68,2020,10,15,4,0.042325,0,0,1,0,0
3800000,68,2020,10,3,6,0.042308947368421,0,0,1,0,0
3800000,68,2020,9,27,7,0.0476021052631579,0,0,1,0,0
3800000,68,2020,9,26,6,0.0597684210526315,0,0,1,0,0
3800000,68,2020,9,19,6,0.0259263157894736,0,0,0,1,0
3800000,68,2020,9,17,4,0.074173947368421,0,0,0,0,1
3800000,68,2020,8,2,7,0.073723947368421,0,0,1,0,0
3800000,68,2020,7,28,2,0.0714592105263157,0,1,0,0,0
3800000,68,2020,7,27,1,0.0862907894736842,0,0,1,0,0
3800000,68,2020,7,26,7,0.0735210526315789,0,0,1,0,0
3800000,68,2020,7,23,4,0.0384828947368421,0,0,0,1,0
3800000,68,2020,7,20,1,0.0486076315789473,1,1,0,0,0
3800000,68,2020,7,17,5,0.0667210526315789,0,0,1,0,0
3800000,68,2020,7,10,5,0.0517513157894736,0,0,0,1,0
237100,85,2020,9,26,6,0.0139139603542808,3,0,0,1,0
237100,85,2020,9,24,4,0.0551665963728384,3,0,1,0,0
237100,85,2020,8,15,6,0.0496457191058625,2,0,1,0,0
237100,85,2020,7,6,1,0.0844580345845634,3,0,1,0,0
237100,85,2020,7,3,5,0.0284563475326866,1,0,1,0,0
237100,85,2020,6,21,7,0.0632307043441585,3,0,1,0,0
237100,85,2020,6,19,5,0.0268873892872205,3,0,0,1,0
237100,85,2020,6,17,3,0.0257950231969633,3,1,0,0,0
237100,85,2020,6,17,3,0.0098566005904681,0,0,0,1,0
237100,85,2020,6,16,2,0.0239392661324335,3,0,1,0,0
237100,85,2020,6,14,7,0.076010122311261,3,0,0,1,0
237100,85,2020,6,4,4,0.0412484183888654,0,0,0,1,0
237100,85,2020,5,10,7,0.0257359763812737,3,0,1,0,0
237100,85,2020,4,30,4,0.027650780261493,1,0,0,1,0
237100,85,2020,4,29,3,0.0240995360607338,3,0,0,1,0
237100,85,2020,4,22,3,0.0149978911851539,3,0,0,1,0
237100,85,2020,4,22,3,0.0079038380430198,3,0,0,1,0
237100,85,2020,4,20,1,0.015563053563897,3,0,0,1,0
237100,85,2020,4,18,6,0.0139898776887389,3,1,0,0,0
237100,85,2020,4,18,6,0.0161830451286377,3,0,0,0,1
17600,392,2020,10,12,1,0.0217045454545454,3,1,0,0,0
17600,392,2020,7,16,4,0.09125,6,1,0,0,0
17600,392,2020,7,15,3,0.0266477272727272,6,1,0,0,0
17600,392,2020,7,13,1,0.0780681818181818,6,1,0,0,0
17600,392,2020,7,12,7,0.0292045454545454,8,1,0,0,0
17600,392,2020,7,11,6,0.0230681818181818,6,1,0,0,0
17600,392,2020,7,7,2,0.0257954545454545,5,1,0,0,0
17600,392,2020,7,5,7,0.0493181818181818,7,1,0,0,0
17600,392,2020,7,4,6,0.0669318181818181,8,0,1,0,0
17600,392,2020,6,29,1,0.047215909090909,7,1,0,0,0
17600,392,2020,6,25,4,0.0508522727272727,6,1,0,0,0
17600,392,2020,6,22,1,0.0526136363636363,7,1,0,0,0
17600,392,2020,6,21,7,0.0938068181818181,7,1,0,0,0
17600,392,2020,6,19,5,0.0848295454545454,6,1,0,0,0
17600,392,2020,6,18,4,0.0307386363636363,8,1,0,0,0
17600,392,2020,6,16,2,0.0232954545454545,5,1,0,0,0
17600,392,2020,6,15,1,0.0485227272727272,3,1,0,0,0
17600,392,2020,6,13,6,0.049715909090909,5,1,0,0,0
17600,392,2020,6,11,4,0.0985795454545454,6,1,0,0,0
1900000,426,2020,11,7,6,0.00302,1,0,1,0,0
1900000,426,2020,11,7,6,0.0048031578947368,0,0,0,1,0
1900000,426,2020,11,5,4,0.0136526315789473,0,0,1,0,0
1900000,426,2020,11,4,3,0.0052431578947368,1,0,1,0,0
1900000,426,2020,11,2,1,0.0393694736842105,0,0,1,0,0
1900000,426,2020,11,2,1,0.0136921052631578,0,0,0,1,0
